Character,Sentence,Word,POS,Tag,Dependency
GILDEROY LOCKHART,very well .,"['very', 'well', '.']","['ADV', 'ADV', 'PUNCT']","['RB', 'RB', '.']","['advmod', 'ROOT', 'punct']"
GILDEROY LOCKHART,i 'll just be in my office getting ...,"['i', ""'ll"", 'just', 'be', 'in', 'my', 'office', 'getting', '...']","['PRON', 'AUX', 'ADV', 'AUX', 'ADP', 'PRON', 'NOUN', 'VERB', 'PUNCT']","['PRP', 'MD', 'RB', 'VB', 'IN', 'PRP$', 'NN', 'VBG', '.']","['nsubj', 'aux', 'advmod', 'ROOT', 'prep', 'poss', 'nsubj', 'pcomp', 'punct']"
GILDEROY LOCKHART,getting ready .,"['getting', 'ready', '.']","['VERB', 'ADJ', 'PUNCT']","['VBG', 'JJ', '.']","['ROOT', 'acomp', 'punct']"
MADAM POMFREY,"who is it that the monster 's taken , minerva ?","['who', 'is', 'it', 'that', 'the', 'monster', ""'s"", 'taken', ',', 'minerva', '?']","['PRON', 'AUX', 'PRON', 'SCONJ', 'DET', 'NOUN', 'AUX', 'VERB', 'PUNCT', 'PROPN', 'PUNCT']","['WP', 'VBZ', 'PRP', 'IN', 'DT', 'NN', 'VBZ', 'VBN', ',', 'NNP', '.']","['attr', 'ROOT', 'nsubj', 'mark', 'det', 'nsubjpass', 'auxpass', 'amod', 'punct', 'attr', 'punct']"
MCGONAGALL,ginny weasley .,"['ginny', 'weasley', '.']","['PROPN', 'PROPN', 'PUNCT']","['NNP', 'NNP', '.']","['compound', 'ROOT', 'punct']"
RON,her skeleton will lie in the chamber forever .,"['her', 'skeleton', 'will', 'lie', 'in', 'the', 'chamber', 'forever', '.']","['PRON', 'NOUN', 'AUX', 'VERB', 'ADP', 'DET', 'NOUN', 'ADV', 'PUNCT']","['PRP$', 'NN', 'MD', 'VB', 'IN', 'DT', 'NN', 'RB', '.']","['poss', 'nsubj', 'aux', 'ROOT', 'prep', 'det', 'pobj', 'advmod', 'punct']"
RON,ginny .,"['ginny', '.']","['INTJ', 'PUNCT']","['UH', '.']","['ROOT', 'punct']"
HARRY,"lockhart may be useless , but he 's going to try and get into the chamber .","['lockhart', 'may', 'be', 'useless', ',', 'but', 'he', ""'s"", 'going', 'to', 'try', 'and', 'get', 'into', 'the', 'chamber', '.']","['PROPN', 'AUX', 'AUX', 'ADJ', 'PUNCT', 'CCONJ', 'PRON', 'AUX', 'VERB', 'PART', 'VERB', 'CCONJ', 'VERB', 'ADP', 'DET', 'NOUN', 'PUNCT']","['NNP', 'MD', 'VB', 'JJ', ',', 'CC', 'PRP', 'VBZ', 'VBG', 'TO', 'VB', 'CC', 'VB', 'IN', 'DT', 'NN', '.']","['nsubj', 'aux', 'ROOT', 'acomp', 'punct', 'cc', 'nsubj', 'aux', 'conj', 'aux', 'xcomp', 'cc', 'conj', 'prep', 'det', 'pobj', 'punct']"
HARRY,at least we can tell him what we know .,"['at', 'least', 'we', 'can', 'tell', 'him', 'what', 'we', 'know', '.']","['ADV', 'ADJ', 'PRON', 'AUX', 'VERB', 'PRON', 'PRON', 'PRON', 'VERB', 'PUNCT']","['RB', 'JJS', 'PRP', 'MD', 'VB', 'PRP', 'WP', 'PRP', 'VBP', '.']","['advmod', 'advmod', 'nsubj', 'aux', 'ROOT', 'dobj', 'dobj', 'nsubj', 'ccomp', 'punct']"
HARRY,"professor , we have some information for you .","['professor', ',', 'we', 'have', 'some', 'information', 'for', 'you', '.']","['NOUN', 'PUNCT', 'PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'PRON', 'PUNCT']","['NN', ',', 'PRP', 'VBP', 'DT', 'NN', 'IN', 'PRP', '.']","['npadvmod', 'punct', 'nsubj', 'ROOT', 'det', 'dobj', 'prep', 'pobj', 'punct']"
HARRY,are you going somewhere ?,"['are', 'you', 'going', 'somewhere', '?']","['AUX', 'PRON', 'VERB', 'ADV', 'PUNCT']","['VBP', 'PRP', 'VBG', 'RB', '.']","['aux', 'nsubj', 'ROOT', 'advmod', 'punct']"
GILDEROY LOCKHART,"well , yes . urgent call . unavoidable .","['well', ',', 'yes', '.', 'urgent', 'call', '.', 'unavoidable', '.']","['INTJ', 'PUNCT', 'INTJ', 'PUNCT', 'ADJ', 'NOUN', 'PUNCT', 'ADJ', 'PUNCT']","['UH', ',', 'UH', '.', 'JJ', 'NN', '.', 'JJ', '.']","['ROOT', 'punct', 'intj', 'punct', 'amod', 'ROOT', 'punct', 'ROOT', 'punct']"
GILDEROY LOCKHART,got to go .,"['got', 'to', 'go', '.']","['VERB', 'PART', 'VERB', 'PUNCT']","['VBD', 'TO', 'VB', '.']","['ROOT', 'aux', 'xcomp', 'punct']"
RON,what about my sister ?,"['what', 'about', 'my', 'sister', '?']","['PRON', 'ADP', 'PRON', 'NOUN', 'PUNCT']","['WP', 'IN', 'PRP$', 'NN', '.']","['dep', 'ROOT', 'poss', 'pobj', 'punct']"
GILDEROY LOCKHART,well… aemm…,"['well', '…', 'aemm', '…']","['ADV', 'PUNCT', 'NOUN', 'PUNCT']","['RB', 'NFP', 'NNS', ':']","['intj', 'punct', 'ROOT', 'punct']"
GILDEROY LOCKHART,"as to that , most unfortunate .","['as', 'to', 'that', ',', 'most', 'unfortunate', '.']","['ADP', 'ADP', 'PRON', 'PUNCT', 'ADV', 'ADJ', 'PUNCT']","['IN', 'IN', 'DT', ',', 'RBS', 'JJ', '.']","['prep', 'prep', 'pobj', 'punct', 'advmod', 'ROOT', 'punct']"
GILDEROY LOCKHART,no one regrets more than i .,"['no', 'one', 'regrets', 'more', 'than', 'i', '.']","['DET', 'NOUN', 'VERB', 'ADJ', 'ADP', 'PRON', 'PUNCT']","['DT', 'NN', 'VBZ', 'JJR', 'IN', 'PRP', '.']","['det', 'nsubj', 'ROOT', 'dobj', 'prep', 'pobj', 'punct']"
RON,you 're the defense against the dark arts teacher .,"['you', ""'re"", 'the', 'defense', 'against', 'the', 'dark', 'arts', 'teacher', '.']","['PRON', 'AUX', 'DET', 'NOUN', 'ADP', 'DET', 'PROPN', 'PROPN', 'NOUN', 'PUNCT']","['PRP', 'VBP', 'DT', 'NN', 'IN', 'DT', 'NNP', 'NNP', 'NN', '.']","['nsubj', 'ROOT', 'det', 'attr', 'prep', 'det', 'compound', 'compound', 'pobj', 'punct']"
RON,you ca n't go now .,"['you', 'ca', ""n't"", 'go', 'now', '.']","['PRON', 'AUX', 'PART', 'VERB', 'ADV', 'PUNCT']","['PRP', 'MD', 'RB', 'VB', 'RB', '.']","['nsubj', 'aux', 'neg', 'ROOT', 'advmod', 'punct']"
GILDEROY LOCKHART,"i must say , when i took the job , there was nothing in the description ...","['i', 'must', 'say', ',', 'when', 'i', 'took', 'the', 'job', ',', 'there', 'was', 'nothing', 'in', 'the', 'description', '...']","['PRON', 'AUX', 'VERB', 'PUNCT', 'SCONJ', 'PRON', 'VERB', 'DET', 'NOUN', 'PUNCT', 'PRON', 'VERB', 'PRON', 'ADP', 'DET', 'NOUN', 'PUNCT']","['PRP', 'MD', 'VB', ',', 'WRB', 'PRP', 'VBD', 'DT', 'NN', ',', 'EX', 'VBD', 'NN', 'IN', 'DT', 'NN', '.']","['nsubj', 'aux', 'ROOT', 'punct', 'advmod', 'nsubj', 'advcl', 'det', 'dobj', 'punct', 'expl', 'ccomp', 'attr', 'prep', 'det', 'pobj', 'punct']"
HARRY,you 're running away ?,"['you', ""'re"", 'running', 'away', '?']","['PRON', 'AUX', 'VERB', 'ADV', 'PUNCT']","['PRP', 'VBP', 'VBG', 'RB', '.']","['nsubj', 'aux', 'ROOT', 'advmod', 'punct']"
HARRY,after all you did in your books ?,"['after', 'all', 'you', 'did', 'in', 'your', 'books', '?']","['ADV', 'ADV', 'PRON', 'VERB', 'ADP', 'PRON', 'NOUN', 'PUNCT']","['RB', 'RB', 'PRP', 'VBD', 'IN', 'PRP$', 'NNS', '.']","['advmod', 'ROOT', 'nsubj', 'relcl', 'prep', 'poss', 'pobj', 'punct']"
GILDEROY LOCKHART,books can be misleading .,"['books', 'can', 'be', 'misleading', '.']","['NOUN', 'AUX', 'AUX', 'ADJ', 'PUNCT']","['NNS', 'MD', 'VB', 'JJ', '.']","['nsubj', 'aux', 'ROOT', 'acomp', 'punct']"
HARRY,you wrote them .,"['you', 'wrote', 'them', '.']","['PRON', 'VERB', 'PRON', 'PUNCT']","['PRP', 'VBD', 'PRP', '.']","['nsubj', 'ROOT', 'dobj', 'punct']"
GILDEROY LOCKHART,"my dear boy , use your common sense .","['my', 'dear', 'boy', ',', 'use', 'your', 'common', 'sense', '.']","['PRON', 'ADJ', 'NOUN', 'PUNCT', 'VERB', 'PRON', 'ADJ', 'NOUN', 'PUNCT']","['PRP$', 'JJ', 'NN', ',', 'VB', 'PRP$', 'JJ', 'NN', '.']","['poss', 'amod', 'nsubj', 'punct', 'ROOT', 'poss', 'amod', 'dobj', 'punct']"
GILDEROY LOCKHART,my books would n't have sold as well if people did n't think i 'd done those things .,"['my', 'books', 'would', ""n't"", 'have', 'sold', 'as', 'well', 'if', 'people', 'did', ""n't"", 'think', 'i', ""'d"", 'done', 'those', 'things', '.']","['PRON', 'NOUN', 'AUX', 'PART', 'AUX', 'VERB', 'ADV', 'ADV', 'SCONJ', 'NOUN', 'AUX', 'PART', 'VERB', 'PRON', 'AUX', 'VERB', 'DET', 'NOUN', 'PUNCT']","['PRP$', 'NNS', 'MD', 'RB', 'VB', 'VBN', 'RB', 'RB', 'IN', 'NNS', 'VBD', 'RB', 'VB', 'PRP', 'MD', 'VBN', 'DT', 'NNS', '.']","['poss', 'nsubj', 'aux', 'neg', 'aux', 'ROOT', 'advmod', 'advmod', 'mark', 'nsubj', 'aux', 'neg', 'advcl', 'nsubj', 'aux', 'ccomp', 'det', 'dobj', 'punct']"
HARRY,you 're a fraud .,"['you', ""'re"", 'a', 'fraud', '.']","['PRON', 'AUX', 'DET', 'NOUN', 'PUNCT']","['PRP', 'VBP', 'DT', 'NN', '.']","['nsubj', 'ROOT', 'det', 'attr', 'punct']"
HARRY,you 've been taking credit for what other wizards have done .,"['you', ""'"", 've', 'been', 'taking', 'credit', 'for', 'what', 'other', 'wizards', 'have', 'done', '.']","['PRON', 'AUX', 'AUX', 'AUX', 'VERB', 'NOUN', 'ADP', 'PRON', 'ADJ', 'NOUN', 'AUX', 'VERB', 'PUNCT']","['PRP', 'VBP', 'VBP', 'VBN', 'VBG', 'NN', 'IN', 'WP', 'JJ', 'NNS', 'VBP', 'VBN', '.']","['nsubj', 'aux', 'aux', 'aux', 'ROOT', 'dobj', 'prep', 'dobj', 'amod', 'nsubj', 'aux', 'pcomp', 'punct']"
RON,is there anything you can do ?,"['is', 'there', 'anything', 'you', 'can', 'do', '?']","['AUX', 'PRON', 'PRON', 'PRON', 'AUX', 'VERB', 'PUNCT']","['VBZ', 'EX', 'NN', 'PRP', 'MD', 'VB', '.']","['ROOT', 'expl', 'attr', 'nsubj', 'aux', 'relcl', 'punct']"
GILDEROY LOCKHART,"yes , now you mention it .","['yes', ',', 'now', 'you', 'mention', 'it', '.']","['INTJ', 'PUNCT', 'ADV', 'PRON', 'VERB', 'PRON', 'PUNCT']","['UH', ',', 'RB', 'PRP', 'VBP', 'PRP', '.']","['intj', 'punct', 'advmod', 'nsubj', 'ROOT', 'dobj', 'punct']"
GILDEROY LOCKHART,i 'm rather gifted with memory charms .,"['i', ""'"", 'm', 'rather', 'gifted', 'with', 'memory', 'charms', '.']","['PRON', 'VERB', 'AUX', 'ADV', 'ADJ', 'ADP', 'NOUN', 'NOUN', 'PUNCT']","['PRP', 'VBP', 'VBP', 'RB', 'JJ', 'IN', 'NN', 'NNS', '.']","['nsubjpass', 'appos', 'auxpass', 'advmod', 'ROOT', 'prep', 'compound', 'pobj', 'punct']"
GILDEROY LOCKHART,"otherwise , all those wizards would have gone blabbing .","['otherwise', ',', 'all', 'those', 'wizards', 'would', 'have', 'gone', 'blabbing', '.']","['ADV', 'PUNCT', 'DET', 'DET', 'NOUN', 'AUX', 'AUX', 'VERB', 'VERB', 'PUNCT']","['RB', ',', 'PDT', 'DT', 'NNS', 'MD', 'VB', 'VBN', 'VBG', '.']","['advmod', 'punct', 'predet', 'det', 'nsubj', 'aux', 'aux', 'ROOT', 'xcomp', 'punct']"
GILDEROY LOCKHART,i 'd never have sold another book .,"['i', ""'d"", 'never', 'have', 'sold', 'another', 'book', '.']","['PRON', 'AUX', 'ADV', 'AUX', 'VERB', 'DET', 'NOUN', 'PUNCT']","['PRP', 'MD', 'RB', 'VB', 'VBN', 'DT', 'NN', '.']","['nsubj', 'aux', 'neg', 'aux', 'ROOT', 'det', 'dobj', 'punct']"
GILDEROY LOCKHART,"in fact , i 'm going to have to do the same to you .","['in', 'fact', ',', 'i', ""'"", 'm', 'going', 'to', 'have', 'to', 'do', 'the', 'same', 'to', 'you', '.']","['ADP', 'NOUN', 'PUNCT', 'PRON', 'AUX', 'AUX', 'VERB', 'PART', 'VERB', 'PART', 'VERB', 'DET', 'ADJ', 'ADP', 'PRON', 'PUNCT']","['IN', 'NN', ',', 'PRP', 'VBP', 'VBP', 'VBG', 'TO', 'VB', 'TO', 'VB', 'DT', 'JJ', 'IN', 'PRP', '.']","['prep', 'pobj', 'punct', 'nsubj', 'aux', 'aux', 'ROOT', 'aux', 'xcomp', 'aux', 'xcomp', 'det', 'dobj', 'dative', 'pobj', 'punct']"
HARRY,do n't even think about it .,"['do', ""n't"", 'even', 'think', 'about', 'it', '.']","['AUX', 'PART', 'ADV', 'VERB', 'ADP', 'PRON', 'PUNCT']","['VB', 'RB', 'RB', 'VB', 'IN', 'PRP', '.']","['aux', 'neg', 'advmod', 'ROOT', 'prep', 'pobj', 'punct']"
MOANING MYRTLE,who 's there ?,"['who', ""'s"", 'there', '?']","['PRON', 'AUX', 'ADV', 'PUNCT']","['WP', 'VBZ', 'RB', '.']","['nsubj', 'ROOT', 'advmod', 'punct']"
MOANING MYRTLE,"hello , harry .","['hello', ',', 'harry', '.']","['INTJ', 'PUNCT', 'PROPN', 'PUNCT']","['UH', ',', 'NNP', '.']","['intj', 'punct', 'ROOT', 'punct']"
MOANING MYRTLE,what do you want ?,"['what', 'do', 'you', 'want', '?']","['PRON', 'AUX', 'PRON', 'VERB', 'PUNCT']","['WP', 'VBP', 'PRP', 'VB', '.']","['dobj', 'aux', 'nsubj', 'ROOT', 'punct']"
HARRY,to ask you how you died .,"['to', 'ask', 'you', 'how', 'you', 'died', '.']","['PART', 'VERB', 'PRON', 'SCONJ', 'PRON', 'VERB', 'PUNCT']","['TO', 'VB', 'PRP', 'WRB', 'PRP', 'VBD', '.']","['aux', 'ROOT', 'dobj', 'advmod', 'nsubj', 'ccomp', 'punct']"
MOANING MYRTLE,it was dreadful .,"['it', 'was', 'dreadful', '.']","['PRON', 'AUX', 'ADJ', 'PUNCT']","['PRP', 'VBD', 'JJ', '.']","['nsubj', 'ROOT', 'acomp', 'punct']"
MOANING MYRTLE,it happened right here in this very cubicle .,"['it', 'happened', 'right', 'here', 'in', 'this', 'very', 'cubicle', '.']","['PRON', 'VERB', 'ADV', 'ADV', 'ADP', 'DET', 'ADJ', 'NOUN', 'PUNCT']","['PRP', 'VBD', 'RB', 'RB', 'IN', 'DT', 'JJ', 'NN', '.']","['nsubj', 'ROOT', 'advmod', 'advmod', 'prep', 'det', 'amod', 'pobj', 'punct']"
MOANING MYRTLE,i 'd hidden because olive hornby was teasing me about my glasses .,"['i', ""'d"", 'hidden', 'because', 'olive', 'hornby', 'was', 'teasing', 'me', 'about', 'my', 'glasses', '.']","['PRON', 'AUX', 'VERB', 'SCONJ', 'PROPN', 'PROPN', 'AUX', 'VERB', 'PRON', 'ADP', 'PRON', 'NOUN', 'PUNCT']","['PRP', 'MD', 'VBN', 'IN', 'NNP', 'NNP', 'VBD', 'VBG', 'PRP', 'IN', 'PRP$', 'NNS', '.']","['nsubj', 'aux', 'ROOT', 'mark', 'compound', 'nsubj', 'aux', 'advcl', 'dobj', 'prep', 'poss', 'pobj', 'punct']"
MOANING MYRTLE,"i was crying , and then i heard somebody come in .","['i', 'was', 'crying', ',', 'and', 'then', 'i', 'heard', 'somebody', 'come', 'in', '.']","['PRON', 'AUX', 'VERB', 'PUNCT', 'CCONJ', 'ADV', 'PRON', 'VERB', 'PRON', 'VERB', 'ADP', 'PUNCT']","['PRP', 'VBD', 'VBG', ',', 'CC', 'RB', 'PRP', 'VBD', 'NN', 'VB', 'RP', '.']","['nsubj', 'aux', 'ROOT', 'punct', 'cc', 'advmod', 'nsubj', 'conj', 'nsubj', 'ccomp', 'prt', 'punct']"
HARRY,"who was it , myrtle ?","['who', 'was', 'it', ',', 'myrtle', '?']","['PRON', 'AUX', 'PRON', 'PUNCT', 'ADJ', 'PUNCT']","['WP', 'VBD', 'PRP', ',', 'JJ', '.']","['nsubj', 'ccomp', 'attr', 'punct', 'ROOT', 'punct']"
MOANING MYRTLE,i do n't know . i was distraught !,"['i', 'do', ""n't"", 'know', '.', 'i', 'was', 'distraught', '!']","['PRON', 'AUX', 'PART', 'VERB', 'PUNCT', 'PRON', 'AUX', 'ADJ', 'PUNCT']","['PRP', 'VBP', 'RB', 'VB', '.', 'PRP', 'VBD', 'JJ', '.']","['nsubj', 'aux', 'neg', 'ROOT', 'punct', 'nsubj', 'ROOT', 'acomp', 'punct']"
MOANING MYRTLE,"but they said something funny , a kind of made-up language .","['but', 'they', 'said', 'something', 'funny', ',', 'a', 'kind', 'of', 'made', '-', 'up', 'language', '.']","['CCONJ', 'PRON', 'VERB', 'PRON', 'ADJ', 'PUNCT', 'DET', 'NOUN', 'ADP', 'VERB', 'PUNCT', 'ADP', 'NOUN', 'PUNCT']","['CC', 'PRP', 'VBD', 'NN', 'JJ', ',', 'DT', 'NN', 'IN', 'VBN', 'HYPH', 'RP', 'NN', '.']","['cc', 'nsubj', 'ROOT', 'dobj', 'amod', 'punct', 'det', 'appos', 'prep', 'amod', 'punct', 'prt', 'pobj', 'punct']"
MOANING MYRTLE,"and i realized it was a boy , so i unlocked the door to tell him to go away and i died .","['and', 'i', 'realized', 'it', 'was', 'a', 'boy', ',', 'so', 'i', 'unlocked', 'the', 'door', 'to', 'tell', 'him', 'to', 'go', 'away', 'and', 'i', 'died', '.']","['CCONJ', 'PRON', 'VERB', 'PRON', 'AUX', 'DET', 'NOUN', 'PUNCT', 'ADV', 'PRON', 'VERB', 'DET', 'NOUN', 'PART', 'VERB', 'PRON', 'PART', 'VERB', 'ADV', 'CCONJ', 'PRON', 'VERB', 'PUNCT']","['CC', 'PRP', 'VBD', 'PRP', 'VBD', 'DT', 'NN', ',', 'RB', 'PRP', 'VBD', 'DT', 'NN', 'TO', 'VB', 'PRP', 'TO', 'VB', 'RB', 'CC', 'PRP', 'VBD', '.']","['cc', 'nsubj', 'ROOT', 'nsubj', 'ccomp', 'det', 'attr', 'punct', 'cc', 'nsubj', 'conj', 'det', 'dobj', 'aux', 'xcomp', 'dobj', 'aux', 'xcomp', 'advmod', 'cc', 'nsubj', 'conj', 'punct']"
HARRY,just like that ? how ?,"['just', 'like', 'that', '?', 'how', '?']","['ADV', 'ADP', 'PRON', 'PUNCT', 'SCONJ', 'PUNCT']","['RB', 'IN', 'DT', '.', 'WRB', '.']","['advmod', 'ROOT', 'pobj', 'punct', 'ROOT', 'punct']"
MOANING MYRTLE,"i just remember seeing a pair of great , big , yellow eyes over there by that sink .","['i', 'just', 'remember', 'seeing', 'a', 'pair', 'of', 'great', ',', 'big', ',', 'yellow', 'eyes', 'over', 'there', 'by', 'that', 'sink', '.']","['PRON', 'ADV', 'VERB', 'VERB', 'DET', 'NOUN', 'ADP', 'ADJ', 'PUNCT', 'ADJ', 'PUNCT', 'ADJ', 'NOUN', 'ADV', 'ADV', 'ADP', 'DET', 'NOUN', 'PUNCT']","['PRP', 'RB', 'VBP', 'VBG', 'DT', 'NN', 'IN', 'JJ', ',', 'JJ', ',', 'JJ', 'NNS', 'RB', 'RB', 'IN', 'DT', 'NN', '.']","['nsubj', 'advmod', 'ROOT', 'xcomp', 'det', 'dobj', 'prep', 'amod', 'punct', 'amod', 'punct', 'amod', 'pobj', 'advmod', 'advmod', 'prep', 'det', 'pobj', 'punct']"
HARRY,this is it .,"['this', 'is', 'it', '.']","['PRON', 'AUX', 'PRON', 'PUNCT']","['DT', 'VBZ', 'PRP', '.']","['nsubj', 'ROOT', 'attr', 'punct']"
HARRY,"this is it , ron . i think this is the entrance to the chamber of secrets .","['this', 'is', 'it', ',', 'ron', '.', 'i', 'think', 'this', 'is', 'the', 'entrance', 'to', 'the', 'chamber', 'of', 'secrets', '.']","['PRON', 'AUX', 'PRON', 'PUNCT', 'PROPN', 'PUNCT', 'PRON', 'VERB', 'PRON', 'AUX', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT']","['DT', 'VBZ', 'PRP', ',', 'NNP', '.', 'PRP', 'VBP', 'DT', 'VBZ', 'DT', 'NN', 'IN', 'DT', 'NN', 'IN', 'NNS', '.']","['nsubj', 'ROOT', 'attr', 'punct', 'npadvmod', 'punct', 'nsubj', 'ROOT', 'nsubj', 'ccomp', 'det', 'attr', 'prep', 'det', 'pobj', 'prep', 'pobj', 'punct']"
RON,say something .,"['say', 'something', '.']","['VERB', 'PRON', 'PUNCT']","['VB', 'NN', '.']","['ROOT', 'dobj', 'punct']"
RON,harry say something in parseltongue !,"['harry', 'say', 'something', 'in', 'parseltongue', '!']","['PROPN', 'VERB', 'PRON', 'ADP', 'NOUN', 'PUNCT']","['NNP', 'VBP', 'NN', 'IN', 'NN', '.']","['nsubj', 'ROOT', 'dobj', 'prep', 'pobj', 'punct']"
GILDEROY LOCKHART,"excellent , harry . good work .","['excellent', ',', 'harry', '.', 'good', 'work', '.']","['ADJ', 'PUNCT', 'PROPN', 'PUNCT', 'ADJ', 'NOUN', 'PUNCT']","['JJ', ',', 'NNP', '.', 'JJ', 'NN', '.']","['intj', 'punct', 'ROOT', 'punct', 'amod', 'ROOT', 'punct']"
GILDEROY LOCKHART,"well , then , i 'll just be ...","['well', ',', 'then', ',', 'i', ""'ll"", 'just', 'be', '...']","['INTJ', 'PUNCT', 'ADV', 'PUNCT', 'PRON', 'AUX', 'ADV', 'AUX', 'PUNCT']","['UH', ',', 'RB', ',', 'PRP', 'MD', 'RB', 'VB', '.']","['intj', 'punct', 'advmod', 'punct', 'nsubj', 'aux', 'advmod', 'ROOT', 'punct']"
GILDEROY LOCKHART,there 's no need for me to stay .,"['there', ""'s"", 'no', 'need', 'for', 'me', 'to', 'stay', '.']","['PRON', 'VERB', 'DET', 'NOUN', 'SCONJ', 'PRON', 'PART', 'VERB', 'PUNCT']","['EX', 'VBZ', 'DT', 'NN', 'IN', 'PRP', 'TO', 'VB', '.']","['expl', 'ROOT', 'det', 'attr', 'mark', 'nsubj', 'aux', 'advcl', 'punct']"
HARRY,"yes , there is .","['yes', ',', 'there', 'is', '.']","['INTJ', 'PUNCT', 'PRON', 'VERB', 'PUNCT']","['UH', ',', 'EX', 'VBZ', '.']","['intj', 'punct', 'expl', 'ROOT', 'punct']"
HARRY,you first .,"['you', 'first', '.']","['PRON', 'ADV', 'PUNCT']","['PRP', 'RB', '.']","['ROOT', 'advmod', 'punct']"
GILDEROY LOCKHART,"now , boys , what good will it do ?","['now', ',', 'boys', ',', 'what', 'good', 'will', 'it', 'do', '?']","['ADV', 'PUNCT', 'NOUN', 'PUNCT', 'DET', 'ADJ', 'AUX', 'PRON', 'VERB', 'PUNCT']","['RB', ',', 'NNS', ',', 'WDT', 'JJ', 'MD', 'PRP', 'VB', '.']","['advmod', 'punct', 'npadvmod', 'punct', 'det', 'dobj', 'aux', 'nsubj', 'ROOT', 'punct']"
RON,better you than us .,"['better', 'you', 'than', 'us', '.']","['ADV', 'PRON', 'ADP', 'PRON', 'PUNCT']","['RBR', 'PRP', 'IN', 'PRP', '.']","['advmod', 'ROOT', 'prep', 'pobj', 'punct']"
GILDEROY LOCKHART,"but ... obviously , yes .","['but', '...', 'obviously', ',', 'yes', '.']","['CCONJ', 'PUNCT', 'ADV', 'PUNCT', 'INTJ', 'PUNCT']","['CC', ':', 'RB', ',', 'UH', '.']","['cc', 'punct', 'advmod', 'punct', 'ROOT', 'punct']"
GILDEROY LOCKHART,sure you do n't want to test it first ?,"['sure', 'you', 'do', ""n't"", 'want', 'to', 'test', 'it', 'first', '?']","['ADJ', 'PRON', 'AUX', 'PART', 'VERB', 'PART', 'VERB', 'PRON', 'ADV', 'PUNCT']","['JJ', 'PRP', 'VBP', 'RB', 'VB', 'TO', 'VB', 'PRP', 'RB', '.']","['ROOT', 'nsubj', 'aux', 'neg', 'ccomp', 'aux', 'xcomp', 'dobj', 'advmod', 'punct']"
GILDEROY LOCKHART,it 's really quite filthy down here .,"['it', ""'s"", 'really', 'quite', 'filthy', 'down', 'here', '.']","['PRON', 'AUX', 'ADV', 'ADV', 'ADJ', 'ADV', 'ADV', 'PUNCT']","['PRP', 'VBZ', 'RB', 'RB', 'JJ', 'RB', 'RB', '.']","['nsubj', 'ROOT', 'advmod', 'advmod', 'acomp', 'advmod', 'advmod', 'punct']"
HARRY,all right . let 's go .,"['all', 'right', '.', 'let', ""'s"", 'go', '.']","['ADV', 'ADV', 'PUNCT', 'VERB', 'PRON', 'VERB', 'PUNCT']","['RB', 'RB', '.', 'VB', 'PRP', 'VB', '.']","['advmod', 'ROOT', 'punct', 'ROOT', 'nsubj', 'ccomp', 'punct']"
MOANING MYRTLE,"oh , harry ?","['oh', ',', 'harry', '?']","['INTJ', 'PUNCT', 'PROPN', 'PUNCT']","['UH', ',', 'NNP', '.']","['intj', 'punct', 'ROOT', 'punct']"
MOANING MYRTLE,"if you die down there , you 're welcome to share my toilet .","['if', 'you', 'die', 'down', 'there', ',', 'you', ""'re"", 'welcome', 'to', 'share', 'my', 'toilet', '.']","['SCONJ', 'PRON', 'VERB', 'ADP', 'ADV', 'PUNCT', 'PRON', 'AUX', 'ADJ', 'PART', 'VERB', 'PRON', 'NOUN', 'PUNCT']","['IN', 'PRP', 'VBP', 'RP', 'RB', ',', 'PRP', 'VBP', 'JJ', 'TO', 'VB', 'PRP$', 'NN', '.']","['mark', 'nsubj', 'advcl', 'prt', 'advmod', 'punct', 'nsubj', 'ROOT', 'acomp', 'aux', 'xcomp', 'poss', 'dobj', 'punct']"
HARRY,"thanks , myrtle .","['thanks', ',', 'myrtle', '.']","['NOUN', 'PUNCT', 'NOUN', 'PUNCT']","['NNS', ',', 'NN', '.']","['ROOT', 'punct', 'npadvmod', 'punct']"
HARRY,"now , remember : any sign of movement , close your eyes straightaway .","['now', ',', 'remember', ':', 'any', 'sign', 'of', 'movement', ',', 'close', 'your', 'eyes', 'straightaway', '.']","['ADV', 'PUNCT', 'VERB', 'PUNCT', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'VERB', 'PRON', 'NOUN', 'ADV', 'PUNCT']","['RB', ',', 'VB', ':', 'DT', 'NN', 'IN', 'NN', ',', 'VB', 'PRP$', 'NNS', 'RB', '.']","['advmod', 'punct', 'ROOT', 'punct', 'det', 'dobj', 'prep', 'pobj', 'punct', 'acl', 'poss', 'dobj', 'oprd', 'punct']"
RON,go on .,"['go', 'on', '.']","['VERB', 'ADV', 'PUNCT']","['VB', 'RB', '.']","['ROOT', 'prt', 'punct']"
HARRY,this way .,"['this', 'way', '.']","['DET', 'NOUN', 'PUNCT']","['DT', 'NN', '.']","['det', 'ROOT', 'punct']"
RON,what 's this ?,"['what', ""'s"", 'this', '?']","['PRON', 'AUX', 'PRON', 'PUNCT']","['WP', 'VBZ', 'DT', '.']","['attr', 'ROOT', 'nsubj', 'punct']"
